OTU	primary_lifestyle	Genus	Species
Peziza_sp_3	soil_saprotroph	Peziza	Peziza_sp_3
Verticillium_dahliae_1	plant_pathogen	Verticillium	Verticillium_dahliae_1
Ascomycota_sp_1	unknown_primary_lyfestyle	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_1
Peziza_sp_4	soil_saprotroph	Peziza	Peziza_sp_4
Tomentella_pilosa_1	ectomycorrhizal	Tomentella	Tomentella_pilosa_1
Lactarius_lacunarum_2	ectomycorrhizal	Lactarius	Lactarius_lacunarum_2
Pseudocoleophoma_sp_1	plant_pathogen	Pseudocoleophoma	Pseudocoleophoma_sp_1
Microdochium_colombiense_1	plant_pathogen	Microdochium	Microdochium_colombiense_1
Bisifusarium_dimerum_1	litter_saprotroph	Bisifusarium	Bisifusarium_dimerum_1
Lactarius_lacunarum_3	ectomycorrhizal	Lactarius	Lactarius_lacunarum_3
Cordyceps_fumosorosea_2	animal_parasite	Cordyceps	Cordyceps_fumosorosea_2
Iodophanus_sp_1	soil_saprotroph	Iodophanus	Iodophanus_sp_1
Peziza_sp_5	soil_saprotroph	Peziza	Peziza_sp_5
Scleroderma_yunnanense_1	ectomycorrhizal	Scleroderma	Scleroderma_yunnanense_1
Aspergillus_subversicolor_1	unspecified_saprotroph	Aspergillus	Aspergillus_subversicolor_1
Alfaria_putrefolia_1	litter_saprotroph	Alfaria	Alfaria_putrefolia_1
Plectosphaerella_melonis_1	plant_pathogen	Plectosphaerella	Plectosphaerella_melonis_1
Peziza_sp_6	soil_saprotroph	Peziza	Peziza_sp_6
Aaosphaeria_arxii_1	soil_saprotroph	Aaosphaeria	Aaosphaeria_arxii_1
Ascomycota_sp_2	unknown_primary_lyfestyle	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_2
Lulworthiaceae_sp_1	unknown_primary_lyfestyle	Lulworthiaceae_gen_Incertae_sedis	Lulworthiaceae_sp_1
Botryotrichum_atrogriseum_1	unspecified_saprotroph	Botryotrichum	Botryotrichum_atrogriseum_1
Peziza_sp_7	soil_saprotroph	Peziza	Peziza_sp_7
Rhizophydiales_sp_1	unknown_primary_lyfestyle	Rhizophydiales_gen_Incertae_sedis	Rhizophydiales_sp_1
Kiskunsagia_ubrizsyi_5	unknown_primary_lyfestyle	Kiskunsagia	Kiskunsagia_ubrizsyi_5
Acrocalymma_ampeli_1	wood_saprotroph	Acrocalymma	Acrocalymma_ampeli_1
Trichomonascus_apis_1	nectar/tap_saprotroph	Trichomonascus	Trichomonascus_apis_1
Paracremonium_inflatum_1	animal_parasite	Paracremonium	Paracremonium_inflatum_1
Coniosporium_sp_4	plant_pathogen	Coniosporium	Coniosporium_sp_4
Ascomycota_sp_3	unknown_primary_lyfestyle	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_3
Allocanariomyces_tritici_1	unknown_primary_lyfestyle	Allocanariomyces	Allocanariomyces_tritici_1
Acrocalymma_ampeli_2	wood_saprotroph	Acrocalymma	Acrocalymma_ampeli_2
Fusarium_equiseti_2	plant_pathogen	Fusarium	Fusarium_equiseti_2
Phomatospora_biseriata_1	wood_saprotroph	Phomatospora	Phomatospora_biseriata_1
Stemphylium_trifolii_1	plant_pathogen	Stemphylium	Stemphylium_trifolii_1
Pisolithus_sp_1	ectomycorrhizal	Pisolithus	Pisolithus_sp_1
Discosia_yakushimensis_1	plant_pathogen	Discosia	Discosia_yakushimensis_1
Volutella_ciliata_1	plant_pathogen	Volutella	Volutella_ciliata_1
Pseudorobillarda_sp_1	wood_saprotroph	Pseudorobillarda	Pseudorobillarda_sp_1
Scleroderma_yunnanense_2	ectomycorrhizal	Scleroderma	Scleroderma_yunnanense_2
Trichomeriaceae_sp_2	unknown_primary_lyfestyle	Trichomeriaceae_gen_Incertae_sedis	Trichomeriaceae_sp_2
Terramyces_subangulosus_1	pollen_saprotroph	Terramyces	Terramyces_subangulosus_1
Peziza_sp_8	soil_saprotroph	Peziza	Peziza_sp_8
Fungi_sp_4	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_4
Tuber_pseudobrumale_1	ectomycorrhizal	Tuber	Tuber_pseudobrumale_1
Peziza_sp_9	soil_saprotroph	Peziza	Peziza_sp_9
Pseudocoleophoma_sp_2	plant_pathogen	Pseudocoleophoma	Pseudocoleophoma_sp_2
Fusarium_croci_1	plant_pathogen	Fusarium	Fusarium_croci_1
Cladosporium_herbarum_1	litter_saprotroph	Cladosporium	Cladosporium_herbarum_1
Fungi_sp_5	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_5
Fungi_sp_6	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_6
Chaetothyriales_sp_3	unknown_primary_lyfestyle	Chaetothyriales_gen_Incertae_sedis	Chaetothyriales_sp_3
Ascomycota_sp_4	unknown_primary_lyfestyle	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_4
Acremonium_persicinum_1	unspecified_saprotroph	Acremonium	Acremonium_persicinum_1
Sympoventuriaceae_sp_1	unknown_primary_lyfestyle	Sympoventuriaceae_gen_Incertae_sedis	Sympoventuriaceae_sp_1
Didymocrea_leucaenae_1	wood_saprotroph	Didymocrea	Didymocrea_leucaenae_1
Chrysosporium_sp_1	wood_saprotroph	Chrysosporium	Chrysosporium_sp_1
Rozellomycota_sp_3	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_3
Trichothecium_crotocinigenum_1	plant_pathogen	Trichothecium	Trichothecium_crotocinigenum_1
Acrophialophora_levis_1	plant_pathogen	Acrophialophora	Acrophialophora_levis_1
Fusarium_chlamydosporum_1	plant_pathogen	Fusarium	Fusarium_chlamydosporum_1
Agaricomycetes_sp_2	unknown_primary_lyfestyle	Agaricomycetes_gen_Incertae_sedis	Agaricomycetes_sp_2
Funneliformis_sp_1	arbuscular_mycorrhizal	Funneliformis	Funneliformis_sp_1
Ascomycota_sp_5	unknown_primary_lyfestyle	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_5
Pleosporales_sp_2	unknown_primary_lyfestyle	Pleosporales_gen_Incertae_sedis	Pleosporales_sp_2
Violaceomyces_palustris_1	epiphyte	Violaceomyces	Violaceomyces_palustris_1
Tympanidaceae_sp_1	unknown_primary_lyfestyle	Tympanidaceae_gen_Incertae_sedis	Tympanidaceae_sp_1
Gibbosporina_mascarena_1	lichenized	Gibbosporina	Gibbosporina_mascarena_1
Pleosporales_sp_3	unknown_primary_lyfestyle	Pleosporales_gen_Incertae_sedis	Pleosporales_sp_3
Rozellomycota_sp_4	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_4
Exserohilum_khartoumense_1	plant_pathogen	Exserohilum	Exserohilum_khartoumense_1
Remersonia_thermophila_1	dung_saprotroph	Remersonia	Remersonia_thermophila_1
Rhizophagus_sp_1	arbuscular_mycorrhizal	Rhizophagus	Rhizophagus_sp_1
Saitozyma_podzolica_1	soil_saprotroph	Saitozyma	Saitozyma_podzolica_1
Archaeorhizomyces_sp_1	soil_saprotroph	Archaeorhizomyces	Archaeorhizomyces_sp_1
Kiskunsagia_ubrizsyi_6	unknown_primary_lyfestyle	Kiskunsagia	Kiskunsagia_ubrizsyi_6
Onygenales_sp_1	unknown_primary_lyfestyle	Onygenales_gen_Incertae_sedis	Onygenales_sp_1
Filobasidium_oeirense_1	unspecified_saprotroph	Filobasidium	Filobasidium_oeirense_1
Sporormiaceae_sp_1	unknown_primary_lyfestyle	Sporormiaceae_gen_Incertae_sedis	Sporormiaceae_sp_1
Pezizomycotina_sp_1	unknown_primary_lyfestyle	Pezizomycotina_gen_Incertae_sedis	Pezizomycotina_sp_1
Penicillium_ferraniaense_1	unspecified_saprotroph	Penicillium	Penicillium_ferraniaense_1
GS16_sp_1	unknown_primary_lyfestyle	GS16_gen_Incertae_sedis	GS16_sp_1
Mortierella_polygonia_1	soil_saprotroph	Mortierella	Mortierella_polygonia_1
Rozellomycota_sp_5	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_5
Mycothermus_thermophilus_1	unspecified_saprotroph	Mycothermus	Mycothermus_thermophilus_1
Idriella_sp_1	litter_saprotroph	Idriella	Idriella_sp_1
Rhizophydiales_sp_2	unknown_primary_lyfestyle	Rhizophydiales_gen_Incertae_sedis	Rhizophydiales_sp_2
Herpotrichiellaceae_sp_1	unknown_primary_lyfestyle	Herpotrichiellaceae_gen_Incertae_sedis	Herpotrichiellaceae_sp_1
GS23_sp_1	unknown_primary_lyfestyle	GS23_gen_Incertae_sedis	GS23_sp_1
Yunzhangia_auriculariae_1	unspecified	Yunzhangia	Yunzhangia_auriculariae_1
Nigrograna_jinghongensis_1	animal_parasite	Nigrograna	Nigrograna_jinghongensis_1
Xylariales_sp_1	unknown_primary_lyfestyle	Xylariales_gen_Incertae_sedis	Xylariales_sp_1
Coprinopsis_sp_1	soil_saprotroph	Coprinopsis	Coprinopsis_sp_1
Ophiostoma_aggregatum_1	plant_pathogen	Ophiostoma	Ophiostoma_aggregatum_1
Enterocarpus_grenotii_1	dung_saprotroph	Enterocarpus	Enterocarpus_grenotii_1
Aphanobasidium_pseudotsugae_1	wood_saprotroph	Aphanobasidium	Aphanobasidium_pseudotsugae_1
Chaetomium_grande_1	litter_saprotroph	Chaetomium	Chaetomium_grande_1
Sordariomycetes_sp_1	unknown_primary_lyfestyle	Sordariomycetes_gen_Incertae_sedis	Sordariomycetes_sp_1
Inocybe_sp_1	ectomycorrhizal	Inocybe	Inocybe_sp_1
Psathyrella_sulcatotuberculosa_1	wood_saprotroph	Psathyrella	Psathyrella_sulcatotuberculosa_1
Rozellomycota_sp_6	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_6
Fusarium_buharicum_2	plant_pathogen	Fusarium	Fusarium_buharicum_2
Inocybe_blandula_1	ectomycorrhizal	Inocybe	Inocybe_blandula_1
Leucosporidium_golubevii_1	soil_saprotroph	Leucosporidium	Leucosporidium_golubevii_1
Aspergillus_sclerotiorum_1	unspecified_saprotroph	Aspergillus	Aspergillus_sclerotiorum_1
Stolonocarpus_sp_1	dung_saprotroph	Stolonocarpus	Stolonocarpus_sp_1
Wickerhamomyces_anomalus_1	litter_saprotroph	Wickerhamomyces	Wickerhamomyces_anomalus_1
Hypocreales_sp_2	unknown_primary_lyfestyle	Hypocreales_gen_Incertae_sedis	Hypocreales_sp_2
Robillarda_sessilis_1	litter_saprotroph	Robillarda	Robillarda_sessilis_1
Davidiellomyces_australiensis_1	litter_saprotroph	Davidiellomyces	Davidiellomyces_australiensis_1
Mortierella_histoplasmatoides_1	soil_saprotroph	Mortierella	Mortierella_histoplasmatoides_1
Rozellomycota_sp_7	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_7
Tuber_rufum_1	ectomycorrhizal	Tuber	Tuber_rufum_1
Cordyceps_fumosorosea_3	animal_parasite	Cordyceps	Cordyceps_fumosorosea_3
Vishniacozyma_tephrensis_1	soil_saprotroph	Vishniacozyma	Vishniacozyma_tephrensis_1
Pezizomycotina_sp_2	unknown_primary_lyfestyle	Pezizomycotina_gen_Incertae_sedis	Pezizomycotina_sp_2
Exophiala_dermatitidis_1	animal_parasite	Exophiala	Exophiala_dermatitidis_1
Malassezia_cuniculi_1	soil_saprotroph	Malassezia	Malassezia_cuniculi_1
Branch06_sp_1	unknown_primary_lyfestyle	Branch06_gen_Incertae_sedis	Branch06_sp_1
Arthrobotrys_dactyloides_1	animal_parasite	Arthrobotrys	Arthrobotrys_dactyloides_1
GS11_sp_2	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_2
Echinusitheca_citrispora_1	soil_saprotroph	Echinusitheca	Echinusitheca_citrispora_1
Fungi_sp_7	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_7
Cordyceps_fumosorosea_4	animal_parasite	Cordyceps	Cordyceps_fumosorosea_4
Ceratobasidiaceae_sp_1	unknown_primary_lyfestyle	Ceratobasidiaceae_gen_Incertae_sedis	Ceratobasidiaceae_sp_1
Chaetomium_sp_1	litter_saprotroph	Chaetomium	Chaetomium_sp_1
Trichoderma_spirale_1	mycoparasite	Trichoderma	Trichoderma_spirale_1
Pluteus_longistriatus_1	litter_saprotroph	Pluteus	Pluteus_longistriatus_1
Russula_versicolor_1	ectomycorrhizal	Russula	Russula_versicolor_1
Neocucurbitaria_aetnensis_1	unspecified_saprotroph	Neocucurbitaria	Neocucurbitaria_aetnensis_1
Coniosporium_sp_5	plant_pathogen	Coniosporium	Coniosporium_sp_5
Candolleomyces_luteopallidus_1	unknown_primary_lyfestyle	Candolleomyces	Candolleomyces_luteopallidus_1
Fungi_sp_8	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_8
Orbiliales_sp_1	unknown_primary_lyfestyle	Orbiliales_gen_Incertae_sedis	Orbiliales_sp_1
Funneliformis_sp_2	arbuscular_mycorrhizal	Funneliformis	Funneliformis_sp_2
Paecilomyces_variotii_1	foliar_endophyte	Paecilomyces	Paecilomyces_variotii_1
Hydropisphaera_fungicola_1	litter_saprotroph	Hydropisphaera	Hydropisphaera_fungicola_1
Aspergillus_wentii_1	unspecified_saprotroph	Aspergillus	Aspergillus_wentii_1
Necromortierella_dichotoma_1	unknown_primary_lyfestyle	Necromortierella	Necromortierella_dichotoma_1
Fungi_sp_9	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_9
Neocucurbitaria_aetnensis_2	unspecified_saprotroph	Neocucurbitaria	Neocucurbitaria_aetnensis_2
Serendipitaceae_sp_1	unknown_primary_lyfestyle	Serendipitaceae_gen_Incertae_sedis	Serendipitaceae_sp_1
Fenestella_parafenestrata_2	wood_saprotroph	Fenestella	Fenestella_parafenestrata_2
Efibulobasidium_albescens_1	litter_saprotroph	Efibulobasidium	Efibulobasidium_albescens_1
Linnemannia_amoeboidea_2	unknown_primary_lyfestyle	Linnemannia	Linnemannia_amoeboidea_2
Fungi_sp_10	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_10
Candolleomyces_sp_1	unknown_primary_lyfestyle	Candolleomyces	Candolleomyces_sp_1
Coccodiniaceae_sp_1	unknown_primary_lyfestyle	Coccodiniaceae_gen_Incertae_sedis	Coccodiniaceae_sp_1
Fungi_sp_11	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_11
Septoriella_allojunci_1	litter_saprotroph	Septoriella	Septoriella_allojunci_1
Aspergillus_insuetus_1	unspecified_saprotroph	Aspergillus	Aspergillus_insuetus_1
Trichomonascus_apis_2	nectar/tap_saprotroph	Trichomonascus	Trichomonascus_apis_2
Sordariales_sp_1	unknown_primary_lyfestyle	Sordariales_gen_Incertae_sedis	Sordariales_sp_1
Fungi_sp_12	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_12
Ramicandelaber_taiwanensis_1	soil_saprotroph	Ramicandelaber	Ramicandelaber_taiwanensis_1
Chytridiomycetes_sp_1	unknown_primary_lyfestyle	Chytridiomycetes_gen_Incertae_sedis	Chytridiomycetes_sp_1
Mortierella_sp_1	soil_saprotroph	Mortierella	Mortierella_sp_1
Fungi_sp_13	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_13
Pleosporales_sp_4	unknown_primary_lyfestyle	Pleosporales_gen_Incertae_sedis	Pleosporales_sp_4
Dictyosporiaceae_sp_1	unknown_primary_lyfestyle	Dictyosporiaceae_gen_Incertae_sedis	Dictyosporiaceae_sp_1
GS11_sp_3	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_3
Saturnispora_silvae_1	unspecified_saprotroph	Saturnispora	Saturnispora_silvae_1
Humicola_repens_1	wood_saprotroph	Humicola	Humicola_repens_1
Vishniacozyma_victoriae_1	soil_saprotroph	Vishniacozyma	Vishniacozyma_victoriae_1
Ascobolus_furfuraceus_1	litter_saprotroph	Ascobolus	Ascobolus_furfuraceus_1
Ascomycota_sp_6	unknown_primary_lyfestyle	Ascomycota_gen_Incertae_sedis	Ascomycota_sp_6
Rhizomucor_pusillus_1	soil_saprotroph	Rhizomucor	Rhizomucor_pusillus_1
Fungi_sp_14	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_14
Arachnomyces_sp_1	animal_parasite	Arachnomyces	Arachnomyces_sp_1
Bartalinia_robillardoides_1	foliar_endophyte	Bartalinia	Bartalinia_robillardoides_1
Neocucurbitaria_aetnensis_3	unspecified_saprotroph	Neocucurbitaria	Neocucurbitaria_aetnensis_3
Fungi_sp_15	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_15
Naganishia_diffluens_1	unspecified_saprotroph	Naganishia	Naganishia_diffluens_1
Sporormiaceae_sp_2	unknown_primary_lyfestyle	Sporormiaceae_gen_Incertae_sedis	Sporormiaceae_sp_2
Articulospora_sp_1	litter_saprotroph	Articulospora	Articulospora_sp_1
Glomeraceae_sp_1	unknown_primary_lyfestyle	Glomeraceae_gen_Incertae_sedis	Glomeraceae_sp_1
Mortierellales_sp_2	unknown_primary_lyfestyle	Mortierellales_gen_Incertae_sedis	Mortierellales_sp_2
Pezizomycotina_sp_3	unknown_primary_lyfestyle	Pezizomycotina_gen_Incertae_sedis	Pezizomycotina_sp_3
Fungi_sp_16	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_16
Agaricales_sp_1	unknown_primary_lyfestyle	Agaricales_gen_Incertae_sedis	Agaricales_sp_1
Fungi_sp_17	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_17
Rozellomycota_sp_8	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_8
Trichomerium_flexuosum_1	foliar_endophyte	Trichomerium	Trichomerium_flexuosum_1
Toxicocladosporium_chlamydosporum_1	plant_pathogen	Toxicocladosporium	Toxicocladosporium_chlamydosporum_1
Phyllosticta_carochlae_1	plant_pathogen	Phyllosticta	Phyllosticta_carochlae_1
Fungi_sp_18	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_18
Microascaceae_sp_1	unknown_primary_lyfestyle	Microascaceae_gen_Incertae_sedis	Microascaceae_sp_1
Ascobolus_sp_1	litter_saprotroph	Ascobolus	Ascobolus_sp_1
Acremonium_acutatum_1	unspecified_saprotroph	Acremonium	Acremonium_acutatum_1
Cystofilobasidium_macerans_1	litter_saprotroph	Cystofilobasidium	Cystofilobasidium_macerans_1
Fungi_sp_19	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_19
Sodiomyces_alcalophilus_1	soil_saprotroph	Sodiomyces	Sodiomyces_alcalophilus_1
Entyloma_carmeli_1	plant_pathogen	Entyloma	Entyloma_carmeli_1
Candida_buinensis_1	nectar/tap_saprotroph	Candida	Candida_buinensis_1
Camarosporidiella_elaeagnicola_1	wood_saprotroph	Camarosporidiella	Camarosporidiella_elaeagnicola_1
Fungi_sp_20	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_20
GS10_sp_1	unknown_primary_lyfestyle	GS10_gen_Incertae_sedis	GS10_sp_1
Toxicocladosporium_chlamydosporum_2	plant_pathogen	Toxicocladosporium	Toxicocladosporium_chlamydosporum_2
Ascochyta_medicaginicola_var._macrospora_1	plant_pathogen	Ascochyta	Ascochyta_medicaginicola_var._macrospora_1
Papiliotrema_terrestris_1	mycoparasite	Papiliotrema	Papiliotrema_terrestris_1
Kiskunsagia_ubrizsyi_7	unknown_primary_lyfestyle	Kiskunsagia	Kiskunsagia_ubrizsyi_7
Preussia_terricola_1	dung_saprotroph	Preussia	Preussia_terricola_1
Pyrenochaeta_sp_2	wood_saprotroph	Pyrenochaeta	Pyrenochaeta_sp_2
Scleroderma_yunnanense_3	ectomycorrhizal	Scleroderma	Scleroderma_yunnanense_3
Ophiostoma_aggregatum_2	plant_pathogen	Ophiostoma	Ophiostoma_aggregatum_2
GS11_sp_4	unknown_primary_lyfestyle	GS11_gen_Incertae_sedis	GS11_sp_4
Branch06_sp_2	unknown_primary_lyfestyle	Branch06_gen_Incertae_sedis	Branch06_sp_2
Cordycipitaceae_sp_1	unknown_primary_lyfestyle	Cordycipitaceae_gen_Incertae_sedis	Cordycipitaceae_sp_1
GS23_sp_2	unknown_primary_lyfestyle	GS23_gen_Incertae_sedis	GS23_sp_2
Lecidella_scabra_1	lichenized	Lecidella	Lecidella_scabra_1
Inocybe_baltica_1	ectomycorrhizal	Inocybe	Inocybe_baltica_1
Terramyces_subangulosus_2	pollen_saprotroph	Terramyces	Terramyces_subangulosus_2
Pisolithus_sp_2	ectomycorrhizal	Pisolithus	Pisolithus_sp_2
Herpotrichiellaceae_sp_2	unknown_primary_lyfestyle	Herpotrichiellaceae_gen_Incertae_sedis	Herpotrichiellaceae_sp_2
Aspergillus_vandermerwei_1	unspecified_saprotroph	Aspergillus	Aspergillus_vandermerwei_1
Botryotrichum_vitellinum_1	unspecified_saprotroph	Botryotrichum	Botryotrichum_vitellinum_1
Sordariomycetes_sp_2	unknown_primary_lyfestyle	Sordariomycetes_gen_Incertae_sedis	Sordariomycetes_sp_2
Hypocreales_sp_3	unknown_primary_lyfestyle	Hypocreales_gen_Incertae_sedis	Hypocreales_sp_3
Fungi_sp_21	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_21
Pezizaceae_sp_3	unknown_primary_lyfestyle	Pezizaceae_gen_Incertae_sedis	Pezizaceae_sp_3
Emericellopsis_glabra_1	soil_saprotroph	Emericellopsis	Emericellopsis_glabra_1
Neocucurbitaria_aetnensis_4	unspecified_saprotroph	Neocucurbitaria	Neocucurbitaria_aetnensis_4
Ophiostoma_aggregatum_3	plant_pathogen	Ophiostoma	Ophiostoma_aggregatum_3
Fungi_sp_22	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_22
Zopfiella_sp_1	dung_saprotroph	Zopfiella	Zopfiella_sp_1
Fungi_sp_23	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_23
Clavulinaceae_sp_1	unknown_primary_lyfestyle	Clavulinaceae_gen_Incertae_sedis	Clavulinaceae_sp_1
Fusarium_equiseti_3	plant_pathogen	Fusarium	Fusarium_equiseti_3
Chaetomiaceae_sp_1	unknown_primary_lyfestyle	Chaetomiaceae_gen_Incertae_sedis	Chaetomiaceae_sp_1
Diutina_catenulata_1	nectar/tap_saprotroph	Diutina	Diutina_catenulata_1
Stilbella_sp_1	dung_saprotroph	Stilbella	Stilbella_sp_1
Chrysosporium_lobatum_1	wood_saprotroph	Chrysosporium	Chrysosporium_lobatum_1
Hermetothecium_mikaniae-micranthae_1	unknown_primary_lyfestyle	Hermetothecium	Hermetothecium_mikaniae-micranthae_1
Davidiellomyces_australiensis_2	litter_saprotroph	Davidiellomyces	Davidiellomyces_australiensis_2
Archaeorhizomyces_sp_2	soil_saprotroph	Archaeorhizomyces	Archaeorhizomyces_sp_2
Coprinopsis_sp_2	soil_saprotroph	Coprinopsis	Coprinopsis_sp_2
Pyronemataceae_sp_1	unknown_primary_lyfestyle	Pyronemataceae_gen_Incertae_sedis	Pyronemataceae_sp_1
Debaryomyces_prosopidis_1	nectar/tap_saprotroph	Debaryomyces	Debaryomyces_prosopidis_1
Ascobolus_sp_2	litter_saprotroph	Ascobolus	Ascobolus_sp_2
Entoloma_sp_1	soil_saprotroph	Entoloma	Entoloma_sp_1
Filobasidium_chernovii_1	unspecified_saprotroph	Filobasidium	Filobasidium_chernovii_1
Mortierellaceae_sp_1	unknown_primary_lyfestyle	Mortierellaceae_gen_Incertae_sedis	Mortierellaceae_sp_1
Tuber_sp_1	ectomycorrhizal	Tuber	Tuber_sp_1
Pyronemataceae_sp_2	unknown_primary_lyfestyle	Pyronemataceae_gen_Incertae_sedis	Pyronemataceae_sp_2
Serendipita_sp_1	root_endophyte	Serendipita	Serendipita_sp_1
Ceratobasidiaceae_sp_2	unknown_primary_lyfestyle	Ceratobasidiaceae_gen_Incertae_sedis	Ceratobasidiaceae_sp_2
Pyronemataceae_sp_3	unknown_primary_lyfestyle	Pyronemataceae_gen_Incertae_sedis	Pyronemataceae_sp_3
Epicoccum_brasiliense_1	plant_pathogen	Epicoccum	Epicoccum_brasiliense_1
Helvella_bachu_1	ectomycorrhizal	Helvella	Helvella_bachu_1
Peziza_oceanica_1	soil_saprotroph	Peziza	Peziza_oceanica_1
Coprinopsis_fulva_1	soil_saprotroph	Coprinopsis	Coprinopsis_fulva_1
Entyloma_carmeli_2	plant_pathogen	Entyloma	Entyloma_carmeli_2
Ilyonectria_mors-panacis_1	plant_pathogen	Ilyonectria	Ilyonectria_mors-panacis_1
Glomus_sp_1	arbuscular_mycorrhizal	Glomus	Glomus_sp_1
Neocallimastix_californiae_1	animal_endosymbiont	Neocallimastix	Neocallimastix_californiae_1
Rozellomycota_sp_9	unknown_primary_lyfestyle	Rozellomycota_gen_Incertae_sedis	Rozellomycota_sp_9
Rhizopus_arrhizus_1	soil_saprotroph	Rhizopus	Rhizopus_arrhizus_1
Coprinellus_alkalinus_1	soil_saprotroph	Coprinellus	Coprinellus_alkalinus_1
Fungi_sp_24	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_24
Pseudovirgaria_grisea_1	mycoparasite	Pseudovirgaria	Pseudovirgaria_grisea_1
Orbiliales_sp_2	unknown_primary_lyfestyle	Orbiliales_gen_Incertae_sedis	Orbiliales_sp_2
Lactarius_lacunarum_4	ectomycorrhizal	Lactarius	Lactarius_lacunarum_4
Kazachstania_zonata_1	nectar/tap_saprotroph	Kazachstania	Kazachstania_zonata_1
Fungi_sp_25	unknown_primary_lyfestyle	Fungi_gen_Incertae_sedis	Fungi_sp_25
Didymosphaeriaceae_sp_1	unknown_primary_lyfestyle	Didymosphaeriaceae_gen_Incertae_sedis	Didymosphaeriaceae_sp_1
Peziza_sp_10	soil_saprotroph	Peziza	Peziza_sp_10
Pseudomicrodochium_suttonii_1	unknown_primary_lyfestyle	Pseudomicrodochium	Pseudomicrodochium_suttonii_1
Archaeorhizomyces_sp_3	soil_saprotroph	Archaeorhizomyces	Archaeorhizomyces_sp_3
Pezizomycotina_sp_4	unknown_primary_lyfestyle	Pezizomycotina_gen_Incertae_sedis	Pezizomycotina_sp_4
Fenestella_parafenestrata_3	wood_saprotroph	Fenestella	Fenestella_parafenestrata_3
Mortierellaceae_sp_2	unknown_primary_lyfestyle	Mortierellaceae_gen_Incertae_sedis	Mortierellaceae_sp_2
Nigrosabulum_sp_1	dung_saprotroph	Nigrosabulum	Nigrosabulum_sp_1
Pezizomycotina_sp_5	unknown_primary_lyfestyle	Pezizomycotina_gen_Incertae_sedis	Pezizomycotina_sp_5
Suillus_viscidus_1	ectomycorrhizal	Suillus	Suillus_viscidus_1
Entyloma_carmeli_3	plant_pathogen	Entyloma	Entyloma_carmeli_3
Trichomeriaceae_sp_3	unknown_primary_lyfestyle	Trichomeriaceae_gen_Incertae_sedis	Trichomeriaceae_sp_3
Helvella_bachu_2	ectomycorrhizal	Helvella	Helvella_bachu_2
Selenophoma_mahoniae_1	wood_saprotroph	Selenophoma	Selenophoma_mahoniae_1
Chaetomium_longiciliatum_1	litter_saprotroph	Chaetomium	Chaetomium_longiciliatum_1
Naganishia_sp_1	unspecified_saprotroph	Naganishia	Naganishia_sp_1
Verticillium_nubilum_1	plant_pathogen	Verticillium	Verticillium_nubilum_1
Hyphopichia_homilentoma_1	nectar/tap_saprotroph	Hyphopichia	Hyphopichia_homilentoma_1
